sentence,SOCIAL_LABEL,GRI_LABEL
"Trưởng thành viên HĐQT độc lập E.4.5 Nếu Chủ tịch HÐQT không độc lập, HÐQT có bổ nhiệm một thành viên độc lập HÐQT nhiều kinh nghiệm với yêu cầu công việc được xác định rõ ràng?",S,GRI404-3
"Tốt Có 2 thành viên độc lập HÐQT, nhiệm vụ của các TV HÐQT độc lập được phân công rõ ràng.",S,GRI404-3
Kỹ năng và năng lực E.4.6 Có tối thiểu 1 TV HÐQT không điều hành có kinh nghiệm làm việc trước đó trong lĩnh vực chính mà Công ty đang hoạt động?,S,GRI404-2
Tốt TNG có 5/9 thành viên HÐQT không điều hành và các thành viên đều có kinh nghiệm về ngành nghề mà công ty kinh doanh.,S,GRI404-2
Tốt Thành viên HÐQT mới của TNG đều được định hướng phân công nhiệm vụ rõ ràng.,S,GRI404-3
Năm 2022 TNG không bổ sung thành viên mới.,U,
E.5.2 Công ty có chính sách khuyến khích TV HÐQT tham gia các chương trình đào tạo liên tục hay đào tạo chuyên môn?,S,GRI404
Tốt Công ty luôn có chính sách khuyến khích và hỗ trợ kinh phí đào tạo khi có khóa đào tạo phù hợp được đề xuất.,S,GRI404
Bổ nhiệm và Hiệu quả của TGÐ/ Ban điều hành E.5.3 Công ty có công bố cách thức TV HÐQT xây dựng quy hoạch kế nhiệm cho vị trí Chủ tịch/ TGÐ và nhân sự chủ chốt?,S,GRI404-3
"Chưa đầy đủ TNG có quy hoạch xây dựng đội ngũ kế thừa, tuy nhiên chưa công bố công khai.",S,GRI404-3
E.5.4 TV HÐQT có thực hiện đánh giá hiệu quả hàng năm đối với Chủ tịch HÐQT/ TGÐ?,S,GRI412-2
"Chưa đầy đủ TNG thường xuyên tổ chức việc đánh giá năng lực cán bộ quản lý đến cấp Tổng Giám đốc, tuy nhiên chưa thực hiện đánh giá hàng năm đối với Chủ tịch HÐQT.",S,GRI412-2
"Đánh giá HĐQT E.5.5 Ðánh giá hiệu quả hàng năm có được thực hiện cho HÐQT và công bố tiêu chí, quy trình tiến hành đánh giá?",S,GRI412-2
Chưa đầy đủ Có tiến hành đánh giá nhưng chưa trình bày chi tiết trong Báo cáo thường niên.,S,GRI404-3
Chưa đầy đủ Có tiến hành đánh giá nhưng chưa trình bày chi tiết trong Báo cáo thường niên.,S,GRI404-3
"Đánh giá thành viên HĐQT E.5.6 Ðánh giá hiệu quả hàng năm có được thực hiện cho từng TV HÐQT và công bố tiêu chí, quy trình tiến hành đánh giá?",S,GRI412-2
Chưa đáp ứng Công ty thực hiện đánh giá hoạt động của HÐQT.,S,GRI412-2
Chưa thực hiện đánh giá cho từng TV HÐQT.,S,GRI412-2
"Đánh giá tiểu ban E.5.7 Ðánh giá hiệu quả hàng năm có được thực hiện đối với các Tiểu Ban của HÐQT và công bố tiêu chí, quy trình tiến hành đánh giá?",S,GRI412-2
Chưa đầy đủ Có tiến hành đánh giá nhưng chưa trình bày chi tiết trong Báo cáo thường niên.,S,GRI404-3
Chưa đầy đủ Có tiến hành đánh giá nhưng chưa trình bày chi tiết trong Báo cáo thường niên.,S,GRI404-3
Chưa đáp ứng TNG chưa thực hiện tại các kỳ Ðại hội do chưa đáp ứng các điều kiện cần thiết.,S,GRI404-2
Tốt Ðược trình bày trong Báo cáo thường niên.,S,GRI404-3
Tốt Ðược trình bày trong Báo cáo thường niên.,S,GRI404-3
Chưa đáp ứng Công ty chỉ có 1/9 thành viên HÐQT không điều hành là nữ. (B) E.1.2 Công ty có công bố chính sách và các mục tiêu có thể đo lường để thực thi sự đa dạng của HÐQT và Báo cáo tiến độ đạt được?,S,GRI404-3
Chưa đáp ứng TNG chưa đáp ứng tốt quy định này. (B) E.2 Cấu trúc HĐQT (B) E.2.1 Tiểu ban Nhân sự có bao gồm toàn bộ thành viên độc lập HÐQT?,S,GRI404-3
Chưa đáp ứng Tiểu ban nhân sự có 3 thành viên.,S,GRI404-3
"01 thành viên HÐQT độc lập, 01 thành viên HÐQT không điều hành. (B) E.2.2 Tiểu ban Nhân sự có thực hiện quy trình xây dựng tiêu chí chất lượng các TV HÐQT phù hợp với định hướng chiến lược của công ty?",S,GRI404-3
Tốt TNG thực hiện tốt quy định này. (B) E.4 Cơ cấu & thành phần HĐQT (B) E.4.1 Công ty có số thành viên độc lập HÐQT/ không điều hành chiếm trên 50% số TV HÐQT với chủ tịch là thành viên độc lập?,S,GRI404-3
Tốt Quy định cụ thể trong các quy trình nội bộ của Công ty. (B) E.6 Hiệu quả hoạt động của HĐQT (B) E.6.1 Công ty có Tiểu ban quản lý Rủi ro riêng biệt?,S,GRI412-2
Tốt Ban kiểm toán nội bộ trực thuộc Ủy ban Kiểm toán TNG đảm trách chức năng này.,S,GRI402
Tốt Ðiều lệ và quy chế nội bộ về Quản trị Công ty quy định rõ ràng về việc đối xử công bằng với việc mua lại cổ phần đối với tất cả cổ đông.,S,GRI406
Tốt Công ty luôn thông báo trước cho cổ đông các nội dung bổ sung trong chương trình ÐHÐCÐ/ ÐHÐCÐ bất thường.,S,GRI404-2
"Trong năm không có ÐHCÐ bất thường. (P) A.3.2 Chủ tịch HÐQT, Chủ tịch Tiểu ban kiểm toán và Tổng Giám đốc/ Giám đốc có tham dự ÐHÐCÐ mới nhất?",S,GRI407
Tốt TNG thực hiện tốt quy định này.,U,
Tốt Không phát sinh trường hợp này. (P) A.4.2 Công ty có không công bố sự tồn tại của giới hạn biểu quyết?,U,
Tốt Công ty quy định cụ thể trong Chương trình - thể lệ biểu quyết tại ÐHÐCÐ. (P) A.4.3 Công ty có không công bố sự tồn tại của cổ phiếu có nhiều quyền biểu quyết?,S,GRI412-2
Tốt Ý kiến của kiểm toán độc lập đối với Báo cáo tài chính hàng năm đều là “Chấp nhận toàn phần”. (P) D.1.2 Công ty có nhận được “ý kiến bất lợi” trong Báo cáo kiểm toán độc lập?,S,GRI404-3
Tốt (P) D.1.3 Công ty có nhận được “từ chối đưa ra ý kiến” trong Báo cáo kiểm toán độc lập?,S,GRI404-3
Tốt (P) D.1.4 Công ty có sửa đổi BCTC vì những lý do khác với thay đổi trong chính sách kế toán?,U,
Tốt TNG không ghi nhận bất kỳ vi phạm nào. (P) E.1.2 Có trường hợp nào mà TV HÐQT không điều hành đã từ nhiệm và nêu ra bất kỳ lo ngại nào liên quan đến quản trị?,S,GRI419
Tốt TNG không ghi nhận bất kỳ trường hợp nào. (P) E.2 Cấu trúc HĐQT (P) E.2.1 Công ty có TV độc lập HÐQT nào đã phục vụ trong hơn 9 năm hay 2 nhiệm kỳ 5 năm cùng chức trách?,S,GRI402
TNG thực hiện tốt chỉ tiêu này. (P) E.2.2 Công ty đã không xác định rõ ai là TV độc lập HÐQT?,S,GRI404-3
TNG thực hiện tốt chỉ tiêu này. (P) E.3 Kiểm toán Độc lập (P) E.3.1 Trong 2 năm qua có TV HÐQT hay lãnh đạo điều hành cấp cao nào từng là NV hoặc TV hợp danh của Công ty kiểm toán độc lập hiện tại?,S,GRI404-3
TNG thực hiện tốt chỉ tiêu này. (P) E.4 Thành phần và cơ cấu HĐQT (P) E.4.1 Chủ tịch có phải là TGÐ Công ty trong 3 năm qua?,U,
"Tốt Chủ tịch không kiêm nhiệm TGÐ Công ty. (P) E.4.2 TV độc lập HÐQT không điều hành có được nhận quyền mua cổ phiếu, cổ phiếu thưởng?",S,GRI407
Tốt TNG thực hiện tốt chỉ tiêu này.,U,
"Nội dung báo cáo thể hiện cách tiếp cận của TNG đối với các vấn đề phát triển bền vững, đề cập đến những vấn đề trọng yếu mang tính chất chiến lược, thể hiện rõ mục tiêu chiến lược phát triển trung và dài hạn của Công ty.",U,
"Dữ liệu và thông tin trình bày trong báo cáo bao gồm: Những hoạt động liên quan đến Phát triển bền vững đã được thực hiện trong năm 2022, chiến lược phát triển trong những năm tiếp theo và cam kết của TNG đối với các bên liên quan.",S,GRI404-3
"Các thông tin chi tiết về hoạt động phát triển bền vững, vui lòng tham khảo Báo cáo Doanh nghiệp Bền vững năm 2022 của TNG (báo cáo và xuất bản thành cuốn riêng).",S,GRI413-1
"VỮNG BỀN PHÁT TRIỂN BÁO CÁO THƯỜNG NIÊN 2022 BÁO CÁO PHÁT TRIỂN BỀN VỮNG 202 203 GẮN KẾT CÁC BÊN LIÊN QUAN NĂM 2022, TNG TIẾP TỤC XÂY DỰNG VÀ PHÁT TRIỂN MỐI QUAN HỆ VỚI CÁC BÊN LIÊN QUAN MỘT CÁCH BỀN VỮNG.",U,
Thông qua các cuộc đánh giá của khách hàng đối với TNG.,S,GRI412-2
"Chất lượng sản phẩm và dịch vụ, kỹ thuật, công nghệ.",S,GRI404-2
Mức độ an toàn và sự tác động liên quan đến sức khỏe người dùng.,S,GRI403
Chính sách giá phù hợp.,S,GRI404-3
Mức độ hài lòng của khách hàng.,S,GRI412-2
HÀNH ĐỘNG CỦA TNG Cam kết chất lượng sản phẩm là tiêu chí hàng đầu.,U,
"Liên tục cải tiến kỹ thuật công nghệ, dây chuyền sản xuất hiện đại.",S,GRI404-2
Đẩy mạnh công tác nghiên cứu và phát triển sản phẩm mới.,S,GRI404-2
Hỗ trợ khách hàng giải quyết các phát sinh.,S,GRI404-2
CÁC GIÁ TRỊ MANG LẠI Cung cấp hàng triệu sản phẩm quần áo đến các thị trường trên thế giới Chất lượng sản phẩm luôn đảm bảo đáp ứng tiêu chuẩn của những thị trường khó tính nhất.,S,GRI419
"Đảm bảo chất lượng dịch vụ, thời gian giao hàng và đơn giá cạnh tranh nhất.",S,GRI404-3
Hợp tác cùng phát triển.,S,GRI404
"Tổng doanh thu năm 2022 đạt 6.772 tỷ đồng, tăng 24,35 % so với năm 2021.",U,
"BÁO CÁO THƯỜNG NIÊN 2022 NHÀ CUNG CẤP PHƯƠNG PHÁP TIẾP CẬN CHỦ ĐỀ VÀ MỐI QUAN NGẠI Cuộc gặp mặt trao đổi, trực tiếp tại cơ sở của nhà cung cấp thông qua cuộc đánh giá nhà cung cấp.",S,GRI412-2
Tổ chức trao đổi trực tiếp với các nhà cung cấp về xây dựng cơ bản; Trực tuyến với các nhà cung cấp vận chuyển để tiếp thu ý kiến đóng góp của các nhà cung cấp.,S,GRI402
Đảm bảo nguồn hàng ổn định.,S,GRI402
"Uy tín, thanh toán đúng hạn, hợp tác lâu dài.",S,GRI403
"HÀNH ĐỘNG CỦA TNG Đến thăm quan thực tế, gặp mặt tại cơ sở của các nhà cung cấp, trao đổi, thống nhất quy trình thực hiện hợp đồng, hợp tác.",S,GRI402
"CÁC GIÁ TRỊ MANG LẠI Có quan hệ hợp tác lâu dài, uy tín, thiện chí với trên 400 nhà cung cấp.",S,GRI402
"Trong năm, TNG đã trao Kỷ niệm chương cho hơn 80 Nhà cung cấp có quá trình hợp tác từ 10 năm trở lên.",U,
BÁO CÁO PHÁT TRIỂN BỀN VỮNG 202 203 BÁO CÁO THƯỜNG NIÊN 2022 BÁO CÁO PHÁT TRIỂN BỀN VỮNG 204 205 GẮN KẾT CÁC BÊN LIÊN QUAN (tt) PHƯƠNG PHÁP TIẾP CẬN CHỦ ĐỀ VÀ MỐI QUAN NGẠI Đại hội cổ đông thường niên.,U,
Công bố thông tin định kỳ qua website.,S,GRI418
Email tiếp nhận thông tin.,S,GRI417
Gặp gỡ nhà đầu tư.,S,GRI412-2
"Hiệu quả hoạt động sản xuất kinh doanh, chỉ số tài chính.",S,GRI404-3
Hệ thống quản trị doanh nghiệp.,S,GRI402
Kiểm soát xung đột lợi ích.,S,GRI401
HÀNH ĐỘNG CỦA TNG Tổ chức ĐHCĐ năm 2022.,S,GRI407
"Công bố minh bạch, kịp thời tất cả các thông tin bằng tiếng Việt và tiếng Anh.",S,GRI402
"Tổ chức, tham gia gặp gỡ các nhà đầu tư, tìm kiếm thị trường, đối tác.",S,GRI402
"CÁC GIÁ TRỊ MANG LẠI Doanh thu thực hiện năm 2022 đạt 6.772 tỷ đồng, đạt 112,9% và vượt 12,9% so với kế hoạch.",U,
"Lợi nhuận sau thuế năm 2022 đạt 293 tỷ đồng, đạt 104,6% và vượt 4,6 % so với kế hoạch.",U,
"Công bố thông tin minh bạch, kịp thời.",S,GRI402
Đem lại mức cổ tức hấp dẫn cho các nhà đầu tư.,U,
"Trả cổ tức cho cổ đông bằng cổ phiếu với tỷ lệ 8%, cổ tức bằng tiền 8%.",U,
"Hệ thống quản trị ngày càng hoàn thiện, tiên tiến, đầu tư kiện toàn đội ngũ nhân sự Ủy ban kiểm toán đáp ứng tiêu chuẩn và thông lệ quốc tế.",S,GRI404-3
"Đấu thầu cạnh tranh, công khai tất cả các thông tin thông qua app đấu thầu TNG xây dựng, phát triển.",U,
"CỔ ĐÔNG, NHÀ ĐẦU TƯ BÁO CÁO THƯỜNG NIÊN 2022 NGƯỜI LAO ĐỘNG PHƯƠNG PHÁP TIẾP CẬN CHỦ ĐỀ VÀ MỐI QUAN NGẠI Cuộc họp giao ban thường kỳ.",S,GRI402
Hội nghị người lao động thường niên.,S,GRI402
"Môi trường làm việc an toàn, thân thiện.",S,GRI403
"Lương thưởng phúc lợi, cơ hội thăng tiến.",S,GRI401-2
"HÀNH ĐỘNG CỦA TNG CÁC GIÁ TRỊ MANG LẠI Ban hành các chính sách thu nhập, phúc lợi, hỗ trợ an sinh, xã hội.",S,GRI404-2
"Tuân thủ quy định, đảm bảo quyền lợi của người lao động.",S,GRI419
"Không ngừng cải thiện môi trường làm việc, tạo cơ hội thăng tiến, gắn bó cho người lao động.",S,GRI401
"Duy trì và tổ chức đối thoại với người lao động thường niên, thường kỳ.",S,GRI413-1
Tạo việc làm cho hơn 18.117 người lao động.,S,GRI401-2
Tuân thủ pháp luật về quyền con người.,S,GRI419
"Duy trì môi trường làm việc an toàn, tỷ lệ bệnh nghề nghiệp, tai nạn lao động được kiểm soát và giảm thiểu.",S,GRI401-2
Xây dựng cơ chế phân phối thu nhập phù hợp.,S,GRI404-3
Nâng cao chất lượng các chính sách phúc lợi xã hội.,S,GRI419
Thu nhập bình quân của người lao động duy trì ổn định mặc dù tình hình dịch bệnh diễn biến phức tạp.,S,GRI402
"Thu nhập bình quân của người lao động là 9.500.000 đồng/tháng, tăng 12% so với năm 2021 và luôn cao hơn mức lương tối thiểu vùng tại Thái Nguyên.",S,GRI402
Tổ chức đào tạo cho 100% cho người lao động mới chưa biết nghề.,S,GRI403
"Thường xuyên tổ chức, cử người lao động tham gia các khóa đào tạo nâng cao tay nghề, nghiệp vụ, quản lý… Tổng số lao động tham gia đào tạo, tập huấn, huấn luyện trong năm 2022 là 20.053 lượt người.",S,GRI403
Không phát sinh khiếu nại về cách đối xử với người lao động.,S,GRI402
204 205 BÁO CÁO PHÁT TRIỂN BỀN VỮNG BÁO CÁO THƯỜNG NIÊN 2022 BÁO CÁO PHÁT TRIỂN BỀN VỮNG 206 207 GẮN KẾT CÁC BÊN LIÊN QUAN (tt) PHƯƠNG PHÁP TIẾP CẬN CHỦ ĐỀ VÀ MỐI QUAN NGẠI Báo cáo định kỳ.,U,
Thanh kiểm tra định kỳ.,S,GRI404-3
"Các cuộc họp, gặp mặt.",S,GRI412-2
"Tuân thủ các chính sách, văn bản pháp luật.",S,GRI419
"Hỗ trợ, phối hợp phát triển.",S,GRI404-2
Đóng góp cho ngân sách nhà nước.,S,GRI413-1
"HÀNH ĐỘNG CỦA TNG Tuân thủ các văn bản, quy định của pháp luật.",S,GRI419
"Tham gia đóng góp ý kiến, tiên phong thực thi các chính sách của pháp luật.",S,GRI419
CÁC GIÁ TRỊ MANG LẠI Không vi phạm các quy định pháp luật.,S,GRI419
"Doanh nghiệp địa phương tiêu biểu, dẫn đầu về đóng góp ngân sách nhà nước.",S,GRI413-1
"Tổng nộp ngân sách năm 2022 là 103,22 tỷ đồng, tăng 55,62% so với năm 2021.",U,
"CƠ QUAN QUẢN LÝ NHÀ NƯỚC BÁO CÁO THƯỜNG NIÊN 2022 PHƯƠNG PHÁP TIẾP CẬN CHỦ ĐỀ VÀ MỐI QUAN NGẠI Các cuộc họp, gặp mặt, hội thảo… Đóng góp tích cực, chia sẻ thông tin, hỗ trợ các thành viên trong Hiệp hội.",S,GRI407
"HÀNH ĐỘNG CỦA TNG Tham gia tích cực các Hiệp hội, ban ngành liên quan.",S,GRI407
"CÁC GIÁ TRỊ MANG LẠI Thành viên tích cực trong Hiệp hội doanh nghiệp tỉnh Thái Nguyên, Hiệp hội Dệt may Việt Nam và các hội khác.",S,GRI407
"HIỆP HỘI NGÀNH PHƯƠNG PHÁP TIẾP CẬN CHỦ ĐỀ VÀ MỐI QUAN NGẠI Các cuộc họp, gặp mặt thông qua các cơ quan đoàn thể tại địa phương.",S,GRI407
"Chia sẻ, chung tay đóng góp xây dựng cộng đồng như: Xây dựng nhà Đại đoàn kết, Tặng áo ấm cho trẻ em vùng cao, Hỗ trợ dịch bệnh Covid-19...",S,GRI413-1
HÀNH ĐỘNG CỦA TNG Tham gia tích cực các hoạt động cộng đồng.,S,GRI413-1
"CÁC GIÁ TRỊ MANG LẠI Doanh nghiệp địa phương tiêu biểu, dẫn đầu về đóng góp ngân sách nhà nước.",S,GRI413-1
"Tổ chức các hoạt động cộng đồng, chung tay giúp sức gia đình khó khăn.",S,GRI413-1
